PROJECT_ID,RISK_ID,RISK_TREATMENT_ID,RISKOWNERDISCIPLINEID,RISKTREATMENTTYPEID,PROPOSED_RISK_TREATMENT,COST_IMPACT_RISK_TREATMENT,SCHEDULE_IMPACT_RISK_TREATMENT,RECOMMENDED_BY_PDT,IMPLEMENTED,LOCKSTATUS,EDITDATE
3992,1,2,17,1,Frequent PDT engagement and clear understanding of roles and responsibility to FID milestone,0,30,0,1,0,19-Jul-23
4277,18,1,15,2,"The FFE will be determined on three levels. Willoughby structural surveys, elevation certificates (where available) and the sum of LiDAR and foundation height. Based off of site visits and Google Maps, assume structures with a crawl space built before 1979 to be 3' foundation height and built after 1979 to be 4'. Assume commercial buildings to have a slab height of 0.5'. ",0,0,0,0,0,26-Oct-23
4277,19,1,15,2,Data sampling,0,0,0,0,0,26-Oct-23
4277,19,2,15,2,"For non-structural measures, will gather more accurate information for the individual justification.",0,0,0,0,0,26-Oct-23
4277,20,1,15,4,Sensitivity analysis at higher CI (e.g. 95%) can be conducted during PED phase to reduce uncertainty. ,0,0,0,0,0,26-Oct-23
4277,33,1,16,2,"Coordinate with the agencies often, give them as much information as possible and obtain their comments.",0,0,0,0,0,26-Oct-23
4273,7,1,4,4,Accept modeling in one-dimension and apply to the project site. Conduct an sensitivity analysis on the modeled runup and overtopping. It is assumed that deviations of modeled results from the observed results will be on the order of 1 foot.,0,0,1,1,0,30-Oct-23
4273,7,2,4,2,Conduct an additional study to investigate the implications of incorrect numerical modeling results.,250000,180,0,0,0,30-Oct-23
3069,6,1,4,1,"This risk was not realized. The passing lanes were not economically justified. The TSP was a deepening-only alternative; therefore, no risk to hardbottoms was carried forward. ",0,0,0,0,0,30-Oct-23
4273,1,1,3,4,Acceptable risk,0,0,0,1,0,20-Oct-23
4273,9,1,4,4,Accept the risk,0,0,0,0,0,30-Oct-23
4273,9,2,4,6,Develop an algorithm to include the winter berm program within Beach-fx.,0,0,1,1,0,30-Oct-23
4113,1,1,9,1,Utilities survey,1,1,0,0,0,23-Aug-23
4113,1,2,9,1,Seek data from Operations,1,1,0,0,0,23-Aug-23
4113,2,2,3,1,Platforms,0,0,0,0,0,31-Oct-23
4113,2,3,3,1,Weighted Drilling Fluid,0,0,0,0,0,31-Oct-23
4113,2,4,3,1,Seasonal restrictions,0,0,0,0,0,31-Oct-23
3069,7,1,17,3,Sponsor will accelerate their share in the full amount,0,0,1,1,0,18-May-23
4113,15,1,3,1,"1. Accept Risk
2. More Conservatively Design the relief wells",0,0,0,0,0,1-Nov-23
3069,14,1,6,4,Coordinate closely with vertical team and ERDC to implement ship simulation within study budget and schedule. ,0,0,1,1,0,13-Nov-23
3069,7,2,17,3,"PM is working on all three avenues to obtain Federal funds (earmark, workplan, infrastructure bill)",0,0,1,1,0,18-May-23
3069,7,3,17,5,Team will develop forecast of when funds would be exhausted and will elevate to management to track closely,0,0,1,1,0,18-May-23
3069,11,1,16,1,Conduct surveys early in feasibility to identify resources. ,0,0,1,1,0,13-Nov-23
3069,15,1,15,1,Coordinate closely with vertical team to ensure procedures for evaluating comprehensive benefits are correct. ,0,0,1,1,0,13-Nov-23
3069,16,1,15,4,Coordinate closely with DDN-PCX to ensure consistency on design vessel selection. ,0,0,1,1,0,13-Nov-23
4113,18,1,22,4,Accept the risk because it is beyond PDT control.,0,0,1,1,0,15-Nov-23
3511,36,2,4,2,Adding targeted ATR for FWO and IPRs with the vertical team.,65000,45,1,0,0,18-Jul-23
3511,35,1,4,2,Scoping for a particular number of alternatives and climate change scenarios.  ,50000,30,1,0,0,18-Jul-23
3511,36,1,4,2,Using modeling software that can account for all flood factors.,25000,20,1,0,0,18-Jul-23
3511,35,2,4,2,Proposing an increase in schedule to account for technical challenges and complexities ,0,90,1,0,0,28-Nov-23
2847,23,1,13,4,"The BBSEER team will enhance the H&H models to incorporate sea level early in formulation., Add contingency into the schedule to accommodate for potential model enhancement delays and budget increases.",10000,21,0,0,0,20-Oct-23
2847,23,2,13,1,The BBSEER team will enhance the H&H models to incorporate sea level later after a TSP is selected. This has a potential for a wrong TSP selection.,0,30,0,0,0,20-Oct-23
4275,3,1,17,4,Sponsor needs additional time to secure additional funding before proceeding with design or construction work,0,0,0,0,0,24-Oct-23
4275,7,1,17,1,Communicate with sponsor to promote understanding of steps required for a PPA Amendment. Encourage in-scope change,0,0,0,0,0,24-Oct-23
4277,28,1,16,2,Utilize existing information as much as possible to inform plan selection and mitigation plans.,0,0,1,1,0,26-Oct-23
4273,14,1,9,2,Require subsurface mapping before any excavation is allowed,40000,3,1,0,0,1-Nov-23
4277,30,1,14,1,Exclude levees on the upper Eastern Branch from Alternatives.,0,0,0,0,0,26-Oct-23
4277,30,2,14,4,"If levees on upper Eastern Branch are included  in TSP, additional budget must be allocated for survey/mitigations.",1,1,0,0,0,26-Oct-23
4276,2,1,17,4,Frequent communication with Sponsor to promote understanding of next steps of the project and requirements to bid construction contract,1,1,0,0,0,3-Nov-23
4332,1,1,17,1,Avoid scope creep with good upfront planning and data acquisition. ,1,1,0,0,0,20-Nov-23
4273,13,1,9,4,"Accept risk. If Contractor proposes other methods or equipment than analyzed, then address at that time.",0,0,1,0,0,1-Nov-23
3511,42,1,4,1,"Modeling to undergo a thorough internal quality control and quality assurance review prior to model production runs being complete. Based on team input, and current scope contingency to account for the mitigation of similar risk. ",20000,15,1,0,0,28-Nov-23
3511,42,2,4,2,H&H specific ATR of model files ,25000,30,1,1,0,28-Nov-23
3511,35,3,4,2,"Ensuring proper resourcing, including potential contracting of work and multiple modeling teams.",0,0,1,0,0,18-Jul-23
3511,35,4,4,2,including multiple internal and external model reviews during the various study milestones. ,50000,60,1,0,0,28-Nov-23
3130,1,1,13,4,"Funding has been received to construct road and permit application with USACE updated 2023.  Materials will be stockpiled during 2023, construction 2024.",0,0,0,0,0,14-Mar-23
4278,4,1,9,2,Coordinate with sponsor and local agencies to gain understanding of timing and constraints around ongoing and future operations to ensure long-term success of restoration features,0,0,1,0,0,29-Nov-23
4278,6,1,4,4,Document and communicate risk and schedule with sponsor and vertical team,0,0,1,1,0,29-Nov-23
4278,7,1,13,4,Define riparian and wetland habitat types early.,0,0,1,1,0,29-Nov-23
4278,7,2,13,4,Coordinate with vertical team and Eco PCX.,0,0,1,1,0,29-Nov-23
3544,1,1,5,4,do nothing,0,0,1,0,0,11-Dec-23
4415,6,1,17,4,Frequent communication with Sponsor to promote understanding of extended timeline required for claiming LERRDs crediting.,0,0,0,0,0,11-Dec-23
4412,5,1,17,2,Frequent communication with sponsor to understand Sponsor's time to source additional funding or required materials.,0,0,0,0,0,11-Dec-23
4415,8,1,17,2,Frequent communication with USACE employees to promote understanding of project's current budget. Possibly reduce Sponsor's reimbursement.,0,0,0,0,0,11-Dec-23
4162,1,1,13,2,Formulate and evaluate alternatives using the USACE high SLC scenario to identify the NED plan and TSP.,1,1,0,1,0,12-Sep-23
4162,1,2,13,2,Conduct assessment of the study to determine the area's sensitivity to SLC and coordinate with the CPR CoP. Write a white paper that is coordinated with the CPR CoP and vertical/Policy and Legal Compliance Review Team members to document the SLC strategy for the study.,1,1,0,1,0,12-Sep-23
4162,7,1,2,4,Acknowledge and accept risk. Increase level of detail in cost estimate after the AMM.,0,0,0,1,0,12-Sep-23
4162,13,1,16,4,Tolerate risk. Site is a superfund site and the USACE is not responsible for its cleanup.,0,0,0,1,0,12-Sep-23
4162,15,1,16,4,Use the best information and forecasts to determine what closures will be needed in the future with project condition.,0,0,0,1,0,12-Sep-23
4162,17,1,15,2,Perform Life Safety Risk Analysis to estimate potential changes to life safety risk due to changes in the study area. LifeSim will be used to estimate life loss in the FWOP and with project scenarios.,0,0,1,0,0,25-Oct-23
4162,17,2,15,2,"PFMA to determine when existing flood protection measures,specifically the tide-gate, are expected to fail.",0,0,1,0,0,25-Oct-23
4451,1,1,16,5,The completion of the Environmental Assessment risk should be elevated immediately in order to complete the EA and perform site cleanup prior to contract solicitation and award.,0,0,1,0,0,16-Dec-23
4431,1,1,17,2,Watchfulness aimed at early identification of tasks at risk for delay along with clear and consistent communication within the design team. ,0,0,1,0,0,19-Dec-23
4211,12,1,17,2,"Early data collection during feasibility will inform team of where utilities could possibly be located so that these can be avoided in design. 
",0,0,0,0,0,10-Oct-23
4211,13,1,21,2,"Consider alternate haul routes or staging areas 
",0,0,0,0,0,10-Oct-23
4552,1,1,12,4,Tech lead has the team starting on the design and drawing changes. The TL feels confident this will not hinder the project progress.,0,25,0,0,0,2-Jan-24
4552,2,1,2,4,"Acceptable risk, some time and money may be involved but to move project forward the update needs to happen.",1500,10,0,0,0,2-Jan-24
4277,24,1,15,4,Discuss erosion/land loss in a more qualitative way in the report.,0,0,0,0,0,26-Oct-23
4275,2,1,17,2,Frequent communication with Sponsor to promote understanding of next steps of the project and requirements to bid construction contract,1,1,0,0,0,24-Oct-23
4277,22,1,15,1,Inventory all historic structures separately and calculate a value.  This approach would be costly and time-consuming.,20000,120,0,0,0,26-Oct-23
4277,22,2,15,2,Create a sufficient number of prototypes to accurately value all of the historic structures. ,0,0,1,0,0,26-Oct-23
4277,23,1,15,2,Carefully delineate the line between the areas covered by each model. ,0,0,0,0,0,26-Oct-23
4277,23,2,15,2,Use lessons learned from previous applications of each model to inform best practices.,0,0,0,0,0,26-Oct-23
4277,25,1,15,6,Use the best information and methods to estimate nonstructural implementation costs to ensure that the BCR for each structure is as accurate as possible.,0,0,0,0,0,26-Oct-23
4277,27,1,15,4,"Use professional judgement from other Districts and previous studies.

Economists from the New Orleans District agreed this is appropriate and was previously approved by USACE for other studies.",0,0,1,1,0,26-Oct-23
4277,31,1,16,2,"Coordinate with the agencies often, give them as much information as possible and obtain their comments.  ",0,0,0,0,0,26-Oct-23
4277,31,2,16,2,Survey benthos in Hague and Pretty Lake during feasibility study to identify resources.,1,1,0,0,0,26-Oct-23
4277,27,2,15,4,duplicate - disregard error,0,0,0,0,0,26-Oct-23
4280,1,1,17,1,Communicate with sponsor to promote understanding of steps required for a PPA Amendment. Encourage in-scope change.,0,0,0,0,0,26-Oct-23
4280,4,1,17,1,Frequent communication with sponsor to understand Sponsor's time to begin design or construction work,0,0,0,0,0,26-Oct-23
4277,32,1,16,2,Water quality modeling is being done to assess impacts of barriers and inform plan selection and mitigation plans.,1,1,0,0,0,26-Oct-23
4277,32,2,16,4,Field truth potential sites as much as possible; Obtain input from regulatory agencies during EIS development; tolerate risk,0,0,0,0,0,26-Oct-23
4277,34,1,16,4,"If needed, do more water quality modeling during PED.",0,0,0,0,0,26-Oct-23
4277,35,1,16,4,Use the best information and forecasts to determine what closures will be needed in the future with project condition.,0,0,0,0,0,26-Oct-23
4273,6,1,3,4,"Accept the risk during the feasibility level stage, provide for a investigation routine to be performed during the implementation phase.",0,0,1,1,0,30-Oct-23
4273,4,1,4,4,Accept risk as stated. Conduct a sensitivity analysis of the underlying numerical model to present how the effects due to climate change may impact the current analysis. This risk and response has been included in initial project formulation and analysis.,0,0,1,1,0,30-Oct-23
4273,5,1,4,4,"Since Beach-fx is the approved model for this type of project, the risk should be accepted. Potential implications will be discussed in the main report.",0,0,1,1,0,30-Oct-23
4273,6,2,3,2,Conduct a geologic investigation of the potential borrow sources,250000,210,0,0,0,30-Oct-23
4113,3,1,3,1,"1. Pool restrictions
2. Platforms
3. Weighted drilling fluid
4. Seasonal Restrictions",0,0,0,0,0,1-Nov-23
4113,4,1,3,1,"1. Pool Restrictions
2. Additional Dewatering
3. Seasonal Restrictions",0,0,0,0,0,1-Nov-23
4113,6,1,9,1,"1. Pool Restrictions
2. Seasonal Restrictions",0,0,0,0,0,1-Nov-23
3431,39,1,4,4,Accept and incorporate the Atlas 15 in the PED phase or if there is time left in the feasibility phase.,20000,30,0,0,0,3-Nov-23
4276,8,1,17,2,Frequent communication with USACE employees to promote understanding of project's current budget. Possibly reduce Sponsor's reimbursement.,0,0,0,0,0,3-Nov-23
4276,4,1,17,2,Early coordination with Sponsor to request necessary information for the US FWS review,0,0,0,0,0,3-Nov-23
4312,4,1,16,2,Early coordination with Sponsor to request necessary information for the US FWS review.,0,0,0,0,0,15-Nov-23
4312,5,1,17,2,Frequent communication with sponsor to understand Sponsor's time to source additional funding or required materials.,0,0,0,0,0,15-Nov-23
4312,8,1,17,2,Frequent communication with USACE employees to promote understanding of project's current budget. Possibly reduce Sponsor's reimbursement.,0,0,0,0,0,15-Nov-23
4113,20,1,16,4,"Accept Risk
",0,0,0,0,0,16-Nov-23
4113,20,2,16,1,Initial investigations,0,0,1,0,0,16-Nov-23
4113,22,1,13,2,"1. Quantitative update to the consequences analysis
",0,0,0,0,0,16-Nov-23
4113,22,2,13,4,2. Qualitative update to the consequences analysis.,0,0,1,1,0,16-Nov-23
4278,2,1,14,2,Coordinate with tribes to better understand their concerns and how they might affect plan formulation,0,0,1,0,0,29-Nov-23
4375,18,1,18,4,Public outreach and coordination with PM,0,0,0,0,0,4-Dec-23
4375,24,1,2,2,"Verify and fine-tune design assumptions periodically during PDT meetings and in discipline work groups
",0,0,0,0,0,5-Dec-23
4375,25,1,2,1,Budget and scope for higher level reviews including IEPR,0,0,0,0,0,5-Dec-23
4375,20,1,15,1,"No additional benefits for deepening above loading efficiencies; insufficient benefits for all alternatives to identify NED plan
",0,0,0,0,0,4-Dec-23
4375,20,2,15,1,"No additional benefits for deepening above loading efficiencies; insufficient benefits for all alternatives to identify NED plan
",0,0,0,0,0,4-Dec-23
4375,22,1,4,1,10+ Alternatives were not carried forward,0,0,0,0,0,5-Dec-23
4375,23,1,4,1, ,0,0,0,0,0,5-Dec-23
4375,27,1,3,2,Use a combination of existing boring data and limited geotechnical collection data to assess likelihood of encountering rock in locations to be dredged. Schedule geotechnical exploration on the TSP to focus the areas of exploration.,0,0,0,0,0,5-Dec-23
4375,28,1,3,2,Use a combination of existing boring data and limited geotechnical collection data to assess likelihood of encountering rock in locations to be dredged. Schedule geotechnical exploration on the TSP to focus the areas of exploration.,0,0,0,0,0,5-Dec-23
4375,29,1,3,2,Use a combination of existing boring data and limited geotechnical collection data to assess likelihood of encountering rock in locations to be dredged. Schedule geotechnical exploration on the TSP to focus the areas of exploration.,0,0,0,0,0,5-Dec-23
4375,32,1,4,6,"Desktop Analysis of AIS data and coordination with industry captains familiar with the study area to identify probable problem areas to model in Ship Sim. 
",0,0,0,0,0,5-Dec-23
