RISK_ID,RISK_IDENTIFIER,PROJECT_ID,PROJECT_NAME,USACE_ORGANIZATION,P2_PROGRAM_CODE,P2_NUMBER,DISTRICT_CODE,RISK_NAME,RISKCATEGORY,RISKCATEGORYID,RISK_STATEMENT,PROB_OCCURRENCE,LIKELIHOOD,LIKELIHOOD_DESC,PROB_OCCURRENCE_EVIDENCE,OCCURRENCECONFIDENCEID,RISKOWNERDISCIPLINEID,DISCIPLINE,DISCIPLINE_ACRONYM,RISKMANAGERID,RISK_MANAGER,PERFORMANCEIMPACTTYPEID,PERFORMANCEIMPACT,PERFORMANCEIMPACT_DESC,PERFORMANCEIMPACT_IMPCT,PERFORMANCE_IMPACT_DESC,PERFORMANCEIMPACT_RISK_RANKING,PERFORMANCE_RANK_DESC,COST_IMPACT_LOWEST,COST_IMPACT_MOSTLIKELY,COST_IMPACT_HIGHEST,COST_IMPACT_EVIDENCE,COST_RISK_RANKING,COST_RANK_DESC,SCHEDULE_IMPACT_LOWEST,SCHEDULE_IMPACT_MOSTLIKELY,SCHEDULE_IMPACT_HIGHEST,SCHEDULE_IMPACT_EVIDENCE,SCHEDULE_RISK_RANKING,SCHEDULE_RANK_DESC,RISKSTATUSID,ID,RISKSTATUS,PROJECTPHASEID,LIFECYCLEPHASENAME,PROJECTMILESTONEID,MILESTONE,EDITDATE,LOCKSTATUS,USER_ID,ENTERED_BY_USER,COST_IMPACT_DISTTYPE,COST_IMPACT_DISTDESC,SCHEDULE_IMPACT_DISTTYPE,SCHEDULE_IMPACT_DISTDESC,NO_PERFORMANCE_IMPACT,NO_PERFORMANCE_IMPACT_TEXT,NO_COST_IMPACT,NO_COST_IMPACT_TEXT,NO_SCHEDULE_IMPACT,NO_SCHEDULE_IMPACT_TEXT
27,EHH-27,3572,City of Boston Coastal Storm Risk,New England District(NAE),,,NAE,Resource Availability to Support CHS Model Refinement,Resource Availability,5,"Partnering with ERDC for refining CHS creates a risk due to timing.  We are making the request for support at the end of the FY 2nd Quarter when Workload is at its peak for resources.  If ERDC can't support the scope and refinement of the CHS model, it could delay the ability to accurately model the existing and future without project conditions.",4,Very Likely,Very Likely (70% to 90%),It is very likely that ERDC's workload for 3rd and 4th Quarter FY23 is already planned out and full. NAE is requesting to add additional requirements to the ERDC staff to support refinement of CHS.,,4,Engineering - Hydrology and Hydraulics,EHH,3630,Jeffrey Herzog,5,Other,,5,Minor Problem,2,Low,0,0,25000,"If ERDC's capacity is already reached and OT is necessary to meet the needs of the District, there could be an additional cost beyond burdened labor rates.",2,Low,0,0,30,"The Team factored full workload when developing the schedule for the ERDC work.  30 days would likely be as a result of already scheduled leave of absence, or an issue with the model itself.",2,Low,1,1,Active,4,Planning,3,Tentatively Selected Plan,29-Mar-23,0,4490,Jeffrey Herzog,306,Uniform Distribution,306,Uniform Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
28,PLE-28,3572,City of Boston Coastal Storm Risk,New England District(NAE),,,NAE,Economic Model Development,Info and Data Analysis,1,"G2CRM is the preferred model in conjunction with CHS for economic analysis of Coastal Studies.  The risk is under or overestimating damages in the future without project conditions which could impact formulation and alternative selection. G2CRM does not in itself incorporate SLC or wave runup, it is a post processing exercise for year one and year 50 to identify the impacts of SLC.",3,Likely,Likely (50% to 70%),"Without risk identification and risk management, it is likely that the study would underestimate damages in a FWOP due to SLC and wave runup. ",,15,Planning - Economics,PLE,2495,Jeffrey Herzog,6,Compliance,"It is a minor problem that would require additional formulation.  As long as the issue is identified prior to TSP and release of the draft report, there would only be minor problems associated with reformulation.",5,Minor Problem,2,Low,0,0,150000,"On the highest end, the estimate includes reformulation and re-running the economic model.",2,Low,0,0,90,This error would potentially impact the alternative identified as the TSP.,2,Low,1,1,Active,4,Planning,3,Tentatively Selected Plan,29-Mar-23,0,4490,Jeffrey Herzog,306,Uniform Distribution,306,Uniform Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
29,EHH-29,3572,City of Boston Coastal Storm Risk,New England District(NAE),,,NAE,FWOP Project Inclusion,Info and Data Analysis,1,"Decision was made to include Langone Park, Fort Point Channel, Ryan Playground, and Moakley Park in the CHS FWOP Model. Other projects between constructed or far enough along in the design and permitting process will be added through modifying the G2CRM. The risk is if these projects are not fully constructed as designed, or, if USACE isn't included in the review of the NF Projects to ensure compliance with USACE Design policies and guidelines.",2,Unlikely,Unlikely (30% to 50%),It is unlikely that this will occur because of the Risk Management Measures agreed to at the October 17th Partnering Session between USACE and City of Boston.,,4,Engineering - Hydrology and Hydraulics,EHH,3630,Jeffrey Herzog,7,Agency Reputational,"This would be a major problem for reputational risk with the sponsor and the community.  We would essentially be designing around, or recommending modifications to projects that were specifically constructed for resilience purposes.",10,,3,Medium,0,0,150000,"If it is determined post TSP during the Potential Failure Mode Analysis that non-project segments are unsuitable for tie in, USACE could be forced to reformulate and design around these features. The estimated cost is Planning: $25,000; En. Lead: $25,000; Geotech: $25,000; Structural: $25,000; Cost: $10,000; Review and Supervision: $10,000; Real Estate: $5,000; Environmental and Cultural: $25,000",2,Low,0,165,0,"It would likely take 4 months from start to finish post TSP to reformulate, re-design and update the plan. It would likely require another release of the draft because of the significant change in affected area and impacts.",2,Low,1,1,Active,4,Planning,1,Project Initiation,28-Nov-23,0,4490,Jeffrey Herzog,306,Uniform Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
1,EGT-1,3574,Lower Missouri River Jefferson City L-142,Kansas City District(NWK),,496630,NWK,Underseepage - Borings not adequate to capture Piping Risk A,Site Conditions,6,Borings not adequate to capture areas where underseepage/piping failure risk areas not captured. Underestimating the size and number of seepage berms and/or relief wells in feasibility that have to be added in final design. This leads to underestimating construction and real estate costs in feasibility. ,2,Unlikely,Unlikely (30% to 50%),If we capture an adequate sampling of soils across the site we are like to get size and number of required relief wells correct. In final design it will be likely that locations shift.,,3,Engineering - Geotechnical,EGT,4051,Colleen Roberts,6,Compliance,The number and size of seepage berms will be captured in final design,5,Minor Problem,2,Low,0,150000,0,"Large.  Number of relief wells is underestimated they are $150,000.00 per relief wells with collector.  Seepage berms require real estate and material and are typically 200 feet or so from levee and typically extend multiple stations. Past construction and current trends used to estimate. ",4,High,0,180,0,If seepage berms are underestimated they will require that Sponsor aquire additional real estate for construction. Minor.  Final design will have more borings and number and size of relief wells and underseepage berms will be captured in final.,3,Medium,1,1,Active,5,Pre-Construction Engineering and Design (PED),9,Project Definition Phase (15%),11-Apr-23,0,4051,Colleen Roberts,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
2,EGT-2,3574,Lower Missouri River Jefferson City L-142,Kansas City District(NWK),,496630,NWK,Underestimate Levee Settlement,Info and Data Analysis,1,Inadequate borings are collected to get good feasibility design estimate of settlement. This leads to need to increase height of levees during final design.,2,Unlikely,Unlikely (30% to 50%),We plan to capture adequate data to determine magnitude or risk in design,,3,Engineering - Geotechnical,EGT,8248,Colleen Roberts,5,Other,It will be captured in final design,5,Minor Problem,2,Low,0,50000,0,The footprint of the levee would change requiring additional real estate. Construction costs would increase due to increase in levee height. We plan to collect enough borings to capture magnitude of settlement and needed levee height.,4,High,0,180,0,Past experience indicates that acquiring real estate can be very time consuming and can lead to delays. Typically it is controlled by sponsor and occurs at their desired schedule.  This occurred on  St. Joseph levee project where sponsor was not super eager to move project along.,3,Medium,1,1,Active,5,Pre-Construction Engineering and Design (PED),10,Concept Design Phase (35%),14-Apr-23,0,4051,Colleen Roberts,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
3,EGT-3,3574,Lower Missouri River Jefferson City L-142,Kansas City District(NWK),,496630,NWK,Foundation Soil Strength underestimated,Info and Data Analysis,1,"Not enough borings to get good estimate of soil strength, leading to understimating levee footprint and underestimating foundation size of any floodwalls that are designed.",2,Unlikely,Unlikely (30% to 50%),We plan to capture adequate subsurface data to get good estimate of foundation soil strength,,3,Engineering - Geotechnical,EGT,8248,Colleen Roberts,5,Other,We will capture foundation soil strenght in more detail in final design.,5,Minor Problem,2,Low,0,75000,0,Additional Real estate would be required for levee and shallow foundations of floodwalls.  Would require deeper deep foundations of any pile supported floodwalls.,4,High,0,365,0,Sponsor will need to acquire additional real estate and additional subsurface data collected,4,High,1,1,Active,5,Pre-Construction Engineering and Design (PED),9,Project Definition Phase (15%),14-Apr-23,0,4051,Colleen Roberts,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
4,EHH-4,3574,Lower Missouri River Jefferson City L-142,Kansas City District(NWK),,496630,NWK,Utilize FY23 LOMO System River Model,Info and Data Analysis,1,Utilize LOMO System Plan HEC-RAS with minimum updates,2,Unlikely,Unlikely (30% to 50%),The system plan model will not include level of detail required to fully analyze the scope of the project.,,4,Engineering - Hydrology and Hydraulics,EHH,8248,Colleen Roberts,7,Agency Reputational,The scope of the full LOMO RAS model is not directly aligned with the spin-off study scopes. ,5,Minor Problem,2,Low,0,50000,0,"Model additional site detail including bridge structure, adjustments to calibrate to Jefferson City USGS gage, and tributaries.",2,Low,0,180,0,Delays H&H analysis until Oct. 2023. Reliance on another project schedule. ,3,Medium,1,1,Active,4,Planning,3,Tentatively Selected Plan,14-Apr-23,0,4051,Colleen Roberts,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
5,EHH-5,3574,Lower Missouri River Jefferson City L-142,Kansas City District(NWK),,496630,NWK,Accurate modeling of FWOP condition ,Site Conditions,6,Accurately modeling of FWOP conditions. ,2,Unlikely,Unlikely (30% to 50%),Hitachi indicated desire to move out if they have another flood. ,,4,Engineering - Hydrology and Hydraulics,EHH,4051,Colleen Roberts,5,Other,Future impacts typically discounted back to present value. ,5,Minor Problem,2,Low,0,10000,0,Provide additional analysis/rework FWOP conditions,2,Low,0,30,0,Rework/additional analysis time,2,Low,1,1,Active,4,Planning,3,Tentatively Selected Plan,14-Apr-23,0,4051,Colleen Roberts,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
6,RLE-6,3574,Lower Missouri River Jefferson City L-142,Kansas City District(NWK),,496630,NWK,Unwilling sellers,"Stakeholder, Sponsor or Partners",9,Multiple unwilling sellers have declined offers from the Non Federal Sponsor. ,3,Likely,Likely (50% to 70%),"There are 3 property owners already stated unwilling to sell. 
Further more there is  business property owner unwilling to sell at fair market value. ",,18,Real Estate,RLE,8248,Colleen Roberts,5,Other,,5,Minor Problem,2,Low,0,50000,0,,4,High,0,180,0,,4,High,1,1,Active,5,Pre-Construction Engineering and Design (PED),11,Complete Real Estate Acquisition,14-Apr-23,0,4051,Colleen Roberts,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
7,PLN-7,3574,Lower Missouri River Jefferson City L-142,Kansas City District(NWK),,496630,NWK,Jurisdictional wetlands impacts to alternatives,Site Conditions,6,Previous wetland delineations have identified jurisdictional wetlands throughout the study area. The risk of wetland impacts are heightened.,3,Likely,Likely (50% to 70%),Previous wetland delineations have identified wetlands throughout the study area.,,16,Planning - Environmental,PLN,5621,Colleen Roberts,5,Other,Wetland impacts can be minimized and mitigated.,5,Minor Problem,2,Low,0,10000,0,Fieldwork is necessary to confirm locations of wetlands within the study area. Additional work may be needed to modify alternatives to avoid/minimize wetland impacts.,2,Low,0,30,0,Time needed for fieldwork to confirm locations of wetlands within the study area. Additional time may be needed to modify alternatives to avoid/minimize wetland impacts.,2,Low,1,1,Active,4,Planning,2,Alternatives ,14-Apr-23,0,4051,Colleen Roberts,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
