RISK_ID,RISK_IDENTIFIER,PROJECT_ID,PROJECT_NAME,P2_LOOKUP,RISK_NAME,RISKCATEGORY,RISKCATEGORYID,RISK_STATEMENT,PROB_OCCURRENCE,LIKELIHOOD,LIKELIHOOD_DISC,PROB_OCCURRENCE_EVIDENCE,OCCURRENCECONFIDENCEID,CONFIDENCE,RISKOWNERDISCIPLINEID,DISCIPLINE,DISCIPLINE_ACRONYM,RISKMANAGERID,RISKMANAGER,PERFORMANCEIMPACTTYPEID,PERFORMANCEIMPACTTYPE,PERFORMANCEIMPACT_DESC,PERFORMANCEIMPACT_IMPCT,PERFORMANCEIMPACT_RISK_RANKING,COST_IMPACT_LOWEST,COST_IMPACT_MOSTLIKELY,COST_IMPACT_HIGHEST,COST_IMPACT_EVIDENCE,SCHEDULE_IMPACT_LOWEST,SCHEDULE_IMPACT_MOSTLIKELY,SCHEDULE_IMPACT_HIGHEST,SCHEDULE_IMPACT_EVIDENCE,SCHEDULE_RISK_RANKING,RISKSTATUSID,ID,RISKSTATUS,PROJECTPHASEID,LIFECYCLEPHASENAME,PROJECTMILESTONEID,ID_1,MILESTONE,EDITDATE,LOCKSTATUS,USER_ID,FIRST_NAME,LAST_NAME,COST_IMPACT_DISTTYPE,SCHEDULE_IMPACT_DISTTYPE,NO_PERFORMANCE_IMPACT,NO_COST_IMPACT,NO_SCHEDULE_IMPACT
14,PRM-14,3555,St. Augustine Back Bay CSRM,479265,PDT Workload & Turnover,Resource Availability,5,PDT workload on other projects and turnover of key PDT members over the course of the study could impact schedule and budget. ,3,Likely,Likely (50% to 70%),,,,17,Project Management,PRM,8994,,5,Other,,5,2,50000,100000,150000,,90,180,365,,4,1,1,Active,4,Planning,1,1,Project Initiation,4/20/2023 12:42 PM,0,390,Martin,Durkin,302,302,0,0,0
15,EHH-15,3555,St. Augustine Back Bay CSRM,479265,Interior Drainage,Info and Data Analysis,1,"Uncertainty of impacts of alternatives to interior drainage systems, and adjustments that may be necessary to incorporate ",0,Extremely Unlikely,Extremely Unlikely (0% to 5%),,,,4,Engineering - Hydrology and Hydraulics,EHH,8814,,5,Other,,5,2,0,0,0,,0,0,0,,1,1,1,Active,5,Pre-Construction Engineering and Design (PED),7,7,Survey and Geotech Characterization,4/26/2023 3:19 PM,0,4614,Katherine,Bailey,299,299,0,0,0
16,PLE-16,3555,St. Augustine Back Bay CSRM,479265,Possibility of having no NED justified plan ,Agency Policy and Process,7,"If alternative accounts' benefits are not apparent team recommendation will be study termination.
",1,Very Unlikely,Very Unlikely (5% to 30%),,,,15,Planning - Economics,PLE,162,,8,Agency Strategy,,5,2,0,0,0,,0,0,0,,0,1,1,Active,4,Planning,2,2,Alternatives ,4/26/2023 7:45 PM,0,162,Vongmony,Var,299,299,0,1,1
17,PLE-17,3555,St. Augustine Back Bay CSRM,479265,Identification of economic study area.,Info and Data Analysis,1,"Structures not included in the inventory could incur damage.
",2,Unlikely,Unlikely (30% to 50%),"If a structure should be included in the inventory, the damage to the structure should not be significant.

",,,15,Planning - Economics,PLE,162,,8,Agency Strategy,"If additional structures not in the inventory would incur damage, the damage would likely be insignificant.
",5,2,0,0,0,,0,0,0,,1,1,1,Active,4,Planning,2,2,Alternatives ,4/26/2023 7:56 PM,0,162,Vongmony,Var,299,299,0,0,0
1,PLP-1,3571,"Boston Metropolitan Area, MA",,Large complex study area,Info and Data Analysis,1,"Large coastal flood risk area to evaluate and develop strategies to reduce risk. Coastline length, entire study area:  266 miles.    Flow paths impact multiple communities.",2,Unlikely,Unlikely (30% to 50%),Study takes longer than anticipated.,,,13,Planning - Plan Formulation,PLP,249,,5,Other,,5,0,0,250000,0,Professional judgment.,0,180,0,Professional judgment,3,1,1,Active,3,Planning,26,26,Shared Vision,6/20/2023 10:12 PM,0,249,Barbara,Blumeris,299,299,1,0,0
2,EHH-2,3571,"Boston Metropolitan Area, MA",,Sea Level Change,Info and Data Analysis,1,"Uncertainty in the rate at which sea level change will occur.

",3,Likely,Likely (50% to 70%),SLC rates,,,4,Engineering - Hydrology and Hydraulics,EHH,249,,8,Agency Strategy,Study will look at different amounts of SLC.,5,2,0,0,0,,0,0,0,,0,1,1,Active,3,Planning,27,27,Recommendation,6/20/2023 10:22 PM,0,249,Barbara,Blumeris,299,299,0,1,1
3,PLE-3,3571,"Boston Metropolitan Area, MA",,Benefit Calculation,Info and Data Analysis,1,"large study area, reliance on NSI, may introduce error,

",2,Unlikely,Unlikely (30% to 50%), In Segment 2 conduct studies to verify NSI data for watershed scale study.,,,15,Planning - Economics,PLE,8274,,1,Asset Condition,"Minor as watershed study, guidance indicated acceptable to rely on exiting information.,",5,2,0,50000,0,professional judgment,0,0,0,,0,1,1,Active,3,Planning,27,27,Recommendation,6/20/2023 10:31 PM,0,249,Barbara,Blumeris,299,299,0,0,1
4,PLP-4,3571,"Boston Metropolitan Area, MA",,Stakeholder buy-in,"Stakeholder, Sponsor or Partners",9,"Stakeholder buy in as stakeholder points of view may vary.
",2,Unlikely,Unlikely (30% to 50%),Outreach conducted  for the shared Vision milestone,,,13,Planning - Plan Formulation,PLP,249,,5,Other,May need to extend schedule to achieve buy-in on strategies to reduce coastal flood risk.,5,2,0,0,0,,0,100,0,may take longer than scheduled to reach consensus in the regional plan,2,1,1,Active,3,Planning,27,27,Recommendation,6/20/2023 10:59 PM,0,249,Barbara,Blumeris,299,299,0,1,0
5,PLP-5,3571,"Boston Metropolitan Area, MA",,Study will rely on concept level design,Info and Data Analysis,1,"Study will rely on concept level design of strategy features at the 10 to 30 percnet design level, introduces uncertainty in effectivness and feasibility of propsed strategies
",2,Unlikely,Unlikely (30% to 50%),Design level to be perfomed for study known to participants.,,,13,Planning - Plan Formulation,PLP,249,,5,Other,Level of design of meausres may create minor problems in developing strategies.,5,2,0,0,0,,0,0,0,,0,1,1,Active,3,Planning,27,27,Recommendation,6/20/2023 10:49 PM,0,249,Barbara,Blumeris,299,299,0,0,1
6,PLP-6,3571,"Boston Metropolitan Area, MA",,"Political Priorties at Fedeal, State and local levels","Stakeholder, Sponsor or Partners",9,"Political Priorties at Fedeal, State and local levels may  vary and change over time.",3,Likely,Likely (50% to 70%),,,,13,Planning - Plan Formulation,PLP,249,,5,Other,"Varying priorites across  jurisdictions, Federal. State, local will need to be recognized in development of the regional plan.",5,2,0,0,0,,0,0,0,,0,1,1,Active,3,Planning,27,27,Recommendation,6/20/2023 10:56 PM,0,249,Barbara,Blumeris,299,299,0,1,1
4,EHH-4,3572,City of Boston Coastal Storm Risk,,Inaccurate Floodplain for Formulation and Economic Analysis,Info and Data Analysis,1,NACCS uses save points throughout Boston Harbor and interpolates those data points across the terrain showing a 1D result of where the water ends up and incorporates SLC at the first year and the last year in the G2CRM planning model.  Will the model provide accurate depiction of the floodplain extents and flood pathway entry point for formulation and economic analysis?,3,Likely,Likely (50% to 70%),"Without specific refinement, and updating the storm suite, it is likely that the model will not accurately reflect extra-tropical events, nor will it have the refined mesh to depict an accurate floodplain over a 100-year planning horizon.",,,4,Engineering - Hydrology and Hydraulics,EHH,3630,,5,Other,An inaccurate floodplain could result in reformulation; significant redesign; post-authorization in the future.,10,3,0,0,0,,0,0,0,,0,1,1,Active,4,Planning,3,3,Tentatively Selected Plan,3/24/2023 2:17 PM,0,4490,Jeffrey,Herzog,299,299,0,1,1
5,PLE-5,3572,City of Boston Coastal Storm Risk,,ECONOMIC DAMAGES IN THE FUTURE WITHOUT PROJECT CONDITION,Info and Data Analysis,1,,3,Likely,Likely (50% to 70%),,,,15,Planning - Economics,PLE,2495,,5,Other,,5,2,0,0,0,,0,0,0,,0,1,1,Active,4,Planning,3,3,Tentatively Selected Plan,3/29/2023 3:02 PM,0,4490,Jeffrey,Herzog,299,299,0,1,1
6,EHH-6,3572,City of Boston Coastal Storm Risk,,Climate Change Impacts to Floodplain,Info and Data Analysis,1,"In a dense urban environment with significant tide swings (+9 feet) differences between water surface elevations and floodplains within each curve are significant.  Over a 50-year period of economic analysis and a 100-year planning horizon, the impacts of SLC in the study area are also significantly different. The impacts can influence comprehensive benefits analysis; critical resource impacts; as well as impacts to natural resources.  ",4,Very Likely,Very Likely (70% to 90%),There is a significant difference in preliminary curves at the low/intermediate/ and High SLC scenarios.  It is likely that the formulation will change depending on the accuracy of the FWOP floodplain at both the 50-year and 100-year horizons.  50-year for quantitative analysis and 100-year for qualitative analysis.,,,4,Engineering - Hydrology and Hydraulics,EHH,3630,,3,Human Health and Safety,"Depending on the model setup conditions and input criteria, the floodplains could understate the risk while still being policy compliant.",10,4,0,0,0,,0,0,0,,0,1,1,Active,4,Planning,3,3,Tentatively Selected Plan,3/1/2023 6:52 PM,0,4490,Jeffrey,Herzog,299,299,0,1,1
7,PLE-7,3572,City of Boston Coastal Storm Risk,,Programmatic Agreement (Sec. 106),Legal or Regulatory Actions,10,"Depending on the alternatives selected, the entire study area is full of historic properties and potential archeological artifacts as well as National Historic Landmarks and significant historic and cultural landscapes.  Historic, architectural and archaeological assessments and surveys will likely be required as the study progresses.  If areas such as the Naval Shipyard and historic wharfs are identified for significant construction, significant surveys, i.e. in-water surveys may be required prior to the PA being signed.  Offshore work would also require remote sensing archaeological surveys depending upon the location and the proposed alternative.",2,Unlikely,Unlikely (30% to 50%),"There is a study cost increase risk if in-water surveys are required prior to executing the PA.  Additionally, historic properties assessments and archaeological surveys, both on shore or in water, may be required for specific alternatives identified leading to the TSP.  Depending the upon the significance of the historic property or landscape, this could result in additional costs and possible scope modifications either during the FS or PED.",,,16,Planning - Environmental,PLE,4490,,5,Other,If invasive or detailed surveys become required to complete a PA on the Study it will create potential cost and schedule delays.,10,3,0,300000,0,An initial historic and archaeological assessment of the project study area will be required during the FS to identify historic properties.  This assessment will help inform development of the Section 106 PA which will need to be coordinated and executed once the TSP is identified and by the end of the FS.,0,180,0,If in-water surveys would require AE Contracting and remote sensing equipment.,2,1,1,Active,4,Planning,4,4,Agency Decision,1/30/2023 4:58 PM,0,4490,Jeffrey,Herzog,299,299,0,0,0
8,RLE-8,3572,City of Boston Coastal Storm Risk,,Acquisition of Real Estate,"Stakeholder, Sponsor or Partners",9,"The number of stakeholders and property owners in the study area footprint is significant.  Many areas that will require structural measures are not publicly owned by the City of Boston.  Other areas may be identified for managed retreat or buyout as the recommended plan. They are either private or under the control of a different public entity.  In order to construct or implement, there may be a significant real estate undertaking; any real estate that can't be acquired could impact the effectiveness of the plan, potentially causing a redesign.",3,Likely,Likely (50% to 70%),"A redesign post authorization will potentially impact the authorized project, the cost, or the environmental impacts.",,,18,Real Estate,RLE,4490,,5,Other,,5,2,0,500000,0,If a redesign is necessary due to real estate acquisition issues it will require both Engineering and NEPA work.,0,270,0,To develop an EDR and potentially a Supplemental NEPA Document post authorization.,4,1,1,Active,5,Pre-Construction Engineering and Design (PED),15,15,BCOES Certification,1/31/2023 4:46 PM,0,4490,Jeffrey,Herzog,299,299,0,0,0
10,PLP-10,3572,City of Boston Coastal Storm Risk,,Plan Formulation to SLC Curves,Info and Data Analysis,1,"USACE CSRM Studies incorporate sea level change into formulation. Policy directs formulation to USACE Curves, the high, intermediate and low scenarios. Teams traditionally formulate to all three curves, or they formulate to the intermediate curve and run sensitivity on the other two. Formulating to the low curve in a study area such as Boston could significantly understate risk; formulating to the high curve could overstate risk and remove opportunities for softer, adaptable solutions. ",4,Very Likely,Very Likely (70% to 90%),"Formulating for SLC is not an exact science and it is driven by the conditions of the study area, outputs of the model, as well as critical thresholds. Without risk management, it is very likely the team will formulate to the intermediate curve, because it's often been confused as the accepted practice and risk would be understated in the study area.",,,13,Planning - Plan Formulation,PLP,4490,,6,Compliance,"If the study team, inlcuding the sponsor, recommends a plan based on the High SLC scenario, but the PL&C team recommends the Intermediate SLC scenario based on uncertainty it could be a major problem.  The result could be either reformulation, or a need for an LPP/NED exception to go with the High SLC scenario.",10,3,0,0,0,,0,60,180,"It is likely there will be some discussion with the ATR and PL&C Team as to which curve is proper, why, and what is driving the decision. When considering the number and level of reviews, it is anticipated and built into the study schedule for 60 days.",2,1,1,Active,4,Planning,4,4,Agency Decision,3/1/2023 7:07 PM,0,4490,Jeffrey,Herzog,299,302,0,1,0
12,EHH-12,3572,City of Boston Coastal Storm Risk,,Coastal Model Development Delays,Info and Data Analysis,1,"Delays associated with development numerical coastal models.  Regardless of NACCS or MC-FRM, there are significant changes necessary to develop an accurate existing and future without project model. Delays to coastal modeling could cascade and affect Economics and Cost.",4,Very Likely,Very Likely (70% to 90%),"The study area is very complex and there are several projects and actions by others that need to be developed for the numerical modeling.  As large as the study area, it is likely that there will be challenges in developing the FWOP picture.",,,4,Engineering - Hydrology and Hydraulics,EHH,3630,,5,Other,There could be delays in releasing the draft report.,5,2,0,25000,0,"If there are issues, the study team will likely need to bring in assistance.",0,60,120,If there are delays it will likely impact economics and cost disciplines and prolong the schedule.,2,1,1,Active,4,Planning,3,3,Tentatively Selected Plan,3/23/2023 7:55 PM,0,4490,Jeffrey,Herzog,299,302,0,0,0
13,PGM-13,3572,City of Boston Coastal Storm Risk,,Incremental Funding,Resource Availability,5,"Incremental funding of the study will impact schedule and resource availability. The study funding stream indicates a federal need of $750K in FY23 and FY24, followed by $500K in FY25.  Any delay or denial of this funding will result in a schedule delay commensurate with the reduced funding.",5,Extremely Likely,Extremely Likely (90% to 100%),"The study is being funded through Workplan and Presidents Budget requests.  These requests are outside the sphere of influence for CENAE.  If there is a delay or shortfall in any of these funding streams, the schedule will be impacted.  The FY'23 Workplan request is $500K; currently there is zero money allocated to the Study.  The FY'24 PBUD is $550K, which is $200K less than requested.  Based on this shortfall, the study is one full year of federal funding behind schedule and will impact schedule by one year.",,,22,Programs Management,PGM,4490,,7,Agency Reputational,"The study is already scheduled for five years, in a City that recognizes an immediate need for intervention.  Adding another year due to funding shortfalls will have a domino effect on PED and Construction schedules.",5,2,0,0,0,,0,365,365,"One year will be added to the schedule based on the funding stream shortfalls. Depending as to where in the study funding stream shortfalls are made up, it will impact the overall study delay.",3,1,1,Active,4,Planning,3,3,Tentatively Selected Plan,3/1/2023 6:15 PM,0,4490,Jeffrey,Herzog,299,306,0,1,0
