"PROJECT_ID","PROJECT_NAME","PROJECT_NAME_1","P2_SUB_IDENTIFIER","RISK_ID","RISK_IDENTIFIER","RISK_TREATMENT_ID","RISK_TREATMENT_IDENTIFIER","RISKOWNERDISCIPLINE","RISKTREATMENTTYPE","PROPOSED_RISK_TREATMENT","COST_IMPACT_RISK_TREATMENT","SCHEDULE_IMPACT_RISK_TREATMENT","RECOMMENDED_BY_PDT","IMPLEMENTED","LOCKSTATUS","EDITDATE"
4071,"DRSAA 22 Tangipahoa Parish FRM","DRSAA 22 Tangipahoa Parish FRM","",10,"PLP-10",1,"PLP-10-1","Planning - Plan Formulation","Transfer/Share","Project schedule and milestones have potential for delay; however, the impacts are considered minimal.  Maintain open communication between  PDT and PCX to ensure proper analyses are completed.",0,30,0,0,0,16-AUG-23
4071,"DRSAA 22 Tangipahoa Parish FRM","DRSAA 22 Tangipahoa Parish FRM","",8,"PLP-8",1,"PLP-8-1","Planning - Plan Formulation","Transfer/Share","Maintain open communication between PM, Study Manager, Tech Lead, PDT, and VT to ensure project stays within scope and is aware of new guidance",0,0,0,0,0,16-AUG-23
4071,"DRSAA 22 Tangipahoa Parish FRM","DRSAA 22 Tangipahoa Parish FRM","",9,"PLP-9",1,"PLP-9-1","Planning - Plan Formulation","Transfer/Share","Maintain open communication between  PDT, sponsor, and stakeholders to ensure project remains within scope.",0,0,0,0,0,16-AUG-23
4071,"DRSAA 22 Tangipahoa Parish FRM","DRSAA 22 Tangipahoa Parish FRM","",33,"PLE-33",1,"PLE-33-1","Planning - Economics","Prevention","The PDT included revised VTAM request to include additional funding and time to cover uncertainties",50000,180,0,0,0,21-AUG-23
4071,"DRSAA 22 Tangipahoa Parish FRM","DRSAA 22 Tangipahoa Parish FRM","",25,"PLN-25",1,"PLN-25-1","Planning - Environmental","Prevention","The project team does not have a lot of examples to work from in regards to scoping to meet the intent of recent EJ guidance. More intentional inclusion of  previously underrepresented groups  will require different strategies and needs to be flexible to meet the needs of the communities. As a result there is more uncertainty in the total level of engagement that will be needed to keep groups connected with project updates and opportunities for feedback. Effective outreach with underserved populations would likely be critical to understanding what types of ""other social effects"" need to be documented and evaluated (especially factors that may be apparent through other means of data gathering in the study area) related to the various considered  measures that are developed .Continue to explore multiple strategies for including underrepresented groups into the planning process.",50000,0,0,0,0,21-AUG-23
4071,"DRSAA 22 Tangipahoa Parish FRM","DRSAA 22 Tangipahoa Parish FRM","",27,"PLN-27",1,"PLN-27-1","Planning - Environmental","Transfer/Share","Likely will affect alternative selection, particularly in determining which alternatives would have significant impacts and what the appropriate level of mitigation that would be required.  Continue coordation with USFWS to ensure they are kept up to date on the study and are able to provide necessary information in a timely fashion.",80000,180,0,0,0,21-AUG-23
4071,"DRSAA 22 Tangipahoa Parish FRM","DRSAA 22 Tangipahoa Parish FRM","",3,"PRM-3",1,"PRM-3-1","Project Management","Prevention","Risk is being mitigated through maintaining open communication between PM, Study Manager, Tech Lead, and PDT to ensure project stays within scope.",0,0,0,1,0,16-AUG-23
4071,"DRSAA 22 Tangipahoa Parish FRM","DRSAA 22 Tangipahoa Parish FRM","",5,"PRM-5",1,"PRM-5-1","Project Management","Prevention","Reduce risk through training opportunities such PDT workshops in an effort to keep the team all on the same page.  Maintained open communication between PM, Study Manager, Tech Lead, and Resource providers to ensure appropriate senior staff is supporting newer team members",0,30,0,1,0,16-AUG-23
4071,"DRSAA 22 Tangipahoa Parish FRM","DRSAA 22 Tangipahoa Parish FRM","",2,"PRM-2",1,"PRM-2-1","Project Management","Transfer/Share","Had to be accepted due to receipt of 1st quarter FY 23 funds allowing the team to start.  FCSA was signed 04 NOV 22 and funds were not received until 08 DEC 22 resulting in a delay of 30 days for fulling starting the studying and pushing back the AMM.  ",0,30,0,1,0,16-AUG-23
4092,"Iowa Army Ammunition Plant (IAAAP)","Iowa Army Ammunition Plant (IAAAP)","",2,"SAF-2",1,"SAF-2-1","Safety","Avoidance","Adhere to established personnel monitoring program.",0,0,1,0,0,11-JAN-24
4092,"Iowa Army Ammunition Plant (IAAAP)","Iowa Army Ammunition Plant (IAAAP)","",4,"PRM-4",1,"PRM-4-1","Project Management","Prevention","To avoid delays due to test firing, consider alternative work schedules.",100000,30,1,1,0,11-JAN-24
3571,"Boston Metropolitan Area, MA","Boston Metropolitan Area, MA","",2,"EHH-2",1,"EHH-2-1","Engineering - Hydrology and Hydraulics","Transfer/Share","Study will look at different amounts of SLC",0,0,1,1,0,20-JUN-23
3571,"Boston Metropolitan Area, MA","Boston Metropolitan Area, MA","",4,"PLP-4",1,"PLP-4-1","Planning - Plan Formulation","Transfer/Share","Conduct a  robust outreach program during segment 2 of study.",50000,0,1,0,0,20-JUN-23
3571,"Boston Metropolitan Area, MA","Boston Metropolitan Area, MA","",3,"PLE-3",1,"PLE-3-1","Planning - Economics","Transfer/Share","In Segment 2 conduct studies to verify NSI data for watershed scale study",50000,0,1,0,0,20-JUN-23
3571,"Boston Metropolitan Area, MA","Boston Metropolitan Area, MA","",7,"PLN-7",1,"PLN-7-1","Planning - Environmental","Transfer/Share","Accept risk.",0,40,0,0,0,17-OCT-23
3571,"Boston Metropolitan Area, MA","Boston Metropolitan Area, MA","",7,"PLN-7",2,"PLN-7-2","Planning - Environmental","Transfer/Share","Accept risk.",0,40,0,0,0,17-OCT-23
3711,"Hartford and East Hartford, CT Section 216 Levee Rehabilitation Study","Hartford and East Hartford, CT Section 216 Levee Rehabilitation Study","",4,"EHH-4",1,"EHH-4-1","Engineering - Hydrology and Hydraulics","Prevention","The PDT will manage this risk by:
- Meeting with the FRM-PCX to determine the amount of modeling that is needed for this study.
-Try to obtain existing modeling (MDC).
-If we cannot obtain existing, then we investigate other less expensive and time consuming solutions (e.g. identify the contactor who developed the MDC model).",0,0,1,0,0,13-JUN-23
3711,"Hartford and East Hartford, CT Section 216 Levee Rehabilitation Study","Hartford and East Hartford, CT Section 216 Levee Rehabilitation Study","",5,"PLP-5",1,"PLP-5-1","Planning - Plan Formulation","Prevention","The PDT will reduce this risk by:
1. Continued coordination with NAD, the review team, other experienced PMs, and the FRM-PCX to ensure that all involved understand that actions that the PDT plan to take to address this requirement.
2. Coordinate with local agencies who work in the EJ communities to ensure that the residents are aware of the study.
3. Develop materials in the main languages spoken in the communities.
4. Continually develop the study web page.
",0,0,1,0,0,13-JUN-23
3711,"Hartford and East Hartford, CT Section 216 Levee Rehabilitation Study","Hartford and East Hartford, CT Section 216 Levee Rehabilitation Study","",3,"PLP-3",1,"PLP-3-1","Planning - Plan Formulation","Transfer/Share","The PDT has been working with a Planning Mentor to help mitigate the risk. Additionally, the PDT will continue to coordinate with the FRM-PCX throughout the entire feasibility phase to reduce the probability of the risk. Finally, the PDT is using previous Section 216 studies to help understand the Section 216 authority.",0,0,0,1,0,12-JUN-23
3711,"Hartford and East Hartford, CT Section 216 Levee Rehabilitation Study","Hartford and East Hartford, CT Section 216 Levee Rehabilitation Study","",7,"PLC-7",1,"PLC-7-1","Planning - Cultural Resources","Prevention","To reduce the probability and impact of the risk, the PDT will: 
1. Coordinate closely with the CT SHPO to determine which structures would fall into this risk and what actions need to be taken to comply with applicable laws.",0,0,1,0,0,13-JUN-23
3711,"Hartford and East Hartford, CT Section 216 Levee Rehabilitation Study","Hartford and East Hartford, CT Section 216 Levee Rehabilitation Study","",8,"PLN-8",1,"PLN-8-1","Planning - Environmental","Prevention","To mitigate this risk, the PDT will regularly coordinate with the resource agencies. If, in the future, the PDT experiences problems with communication with the resource agencies, the PDT will bring this concern to their supervisors.",0,0,1,0,0,13-JUN-23
3572,"City of Boston Coastal Storm Risk","City of Boston Coastal Storm Risk","",19,"EGT-19",1,"EGT-19-1","Engineering - Geotechnical","Prevention","Risk assessment will include both hydraulic loading and seismic loading. USACE ERDC and USGS are currently researching the effects of sea level rise and seismic hazards. During  Study Phase, pre-existing subsurface information will be reviewed to create a conceptual site model for subsurface conditions.",0,0,1,1,0,01-MAR-23
3572,"City of Boston Coastal Storm Risk","City of Boston Coastal Storm Risk","",20,"EGT-20",1,"EGT-20-1","Engineering - Geotechnical","Transfer/Share","During  Study Phase, pre-existing subsurface information will be reviewed to create a conceptual site model for subsurface conditions.",0,0,1,1,0,01-MAR-23
3572,"City of Boston Coastal Storm Risk","City of Boston Coastal Storm Risk","",29,"EHH-29",1,"EHH-29-1","Engineering - Hydrology and Hydraulics","Avoidance","The city agreed with NAE at the October 17th Partnering session to include NAE as an informal consultant and reviewer for design submittals. USACE will be able to review and provide recommended comments on the City's contracts for those projects that will be part of the FWOP. ",0,0,1,1,0,28-NOV-23
3572,"City of Boston Coastal Storm Risk","City of Boston Coastal Storm Risk","",27,"EHH-27",1,"EHH-27-1","Engineering - Hydrology and Hydraulics","Prevention","The study team is limiting the FY23 scope to refinement of existing information and updating the model for additional work in FY24. If additional work can be advanced into FY23, it will as an opportunity. The schedule impact is likely 30-90 days in the current schedule.  Under normal conditions, model runs would immediately follow refinements.",0,30,1,1,0,23-MAR-23
3572,"City of Boston Coastal Storm Risk","City of Boston Coastal Storm Risk","",12,"EHH-12",1,"EHH-12-1","Engineering - Hydrology and Hydraulics","Prevention","While information is being gathered and processed to develop numerical model inputs, a refinement period is scheduled for the coastal model.  This period will include identifying all changes necessary to the inputs and numerical models to reduce future schedule delays due to compatibility issues.",0,0,1,1,0,23-MAR-23
3572,"City of Boston Coastal Storm Risk","City of Boston Coastal Storm Risk","",6,"EHH-6",1,"EHH-6-1","Engineering - Hydrology and Hydraulics","Prevention","The PDT is already coordinating with the CPR CoP and HH&C CoP.  ",0,0,1,1,0,30-JAN-23
3572,"City of Boston Coastal Storm Risk","City of Boston Coastal Storm Risk","",6,"EHH-6",2,"EHH-6-2","Engineering - Hydrology and Hydraulics","Prevention","The PDT will formulate to both the High SLC curve and Intermediate SLC Curve to determine which is appropropriate in each neighborhood.  The answer may be different depending on criteria such as space to adapt, population at risk, and direct risk.",200000,180,1,1,0,01-MAR-23
3572,"City of Boston Coastal Storm Risk","City of Boston Coastal Storm Risk","",4,"EHH-4",1,"EHH-4-1","Engineering - Hydrology and Hydraulics","Prevention","The risk can be mitigated working with ERDC prior to undergoing detailed project modeling to refine the CHS Model specific to the Boston Study Need.",100000,0,1,1,0,23-MAR-23
3572,"City of Boston Coastal Storm Risk","City of Boston Coastal Storm Risk","",4,"EHH-4",2,"EHH-4-2","Engineering - Hydrology and Hydraulics","Accept","After the refinement, and existing/FWOP modeling is complete, schedule an IPR with the Horizontal and Vertical Team to ensure alignment on FWOP.",0,0,1,1,0,23-MAR-23
3572,"City of Boston Coastal Storm Risk","City of Boston Coastal Storm Risk","",16,"OTH-16",1,"OTH-16-1","Other","Avoidance","The team is engaging the Risk Cadre, and Life Safety SME across the Enterprise to identify the best strategy for the Study's life safety analysis.  We've engaged Mike Boiardi, Susanne Byrd, and Jesse Morrill-Winters; our strategy will be vertically aligned and integrated into the scop and schedule. Costs are related to funding Ms. Byrd for her participation.",25000,0,1,1,0,01-MAR-23
3572,"City of Boston Coastal Storm Risk","City of Boston Coastal Storm Risk","",15,"OTH-15",1,"OTH-15-1","Other","Avoidance","The team has a member from the District Risk Cadre on the PDT to participate in the formulation process. It increases the labor requirements on the study, but does not increase study schedule.",50000,0,1,1,0,01-MAR-23
3572,"City of Boston Coastal Storm Risk","City of Boston Coastal Storm Risk","",18,"OTH-18",1,"OTH-18-1","Other","Prevention","Identifying the risk in feasibility and identifying the stakeholders and utility owners will mitigate the risk.  Additionally, involving the correct stakeholders will ensure the appropriate level of contingency and risk is included in the cost analysis which feeds the total project cost presented to Congress for authorization.",0,0,1,1,0,01-MAR-23
3572,"City of Boston Coastal Storm Risk","City of Boston Coastal Storm Risk","",23,"OTH-23",1,"OTH-23-1","Other","Transfer/Share","The team will do a literature Phase I review in Feasibility and account for the possibility in the Risk Register. However, it is the responsibility of the Sponsor to turn over clean LERRDS.",0,0,1,1,0,01-MAR-23
