PROJECT_ID,PROJECT_NAME,P2_SUB_IDENTIFIER,RISK_ID,RISK_IDENTIFIER,RISK_TREATMENT_ID,RISK_TREATMENT_IDENTIFIER,RISKOWNERDISCIPLINE,RISKTREATMENTTYPE,PROPOSED_RISK_TREATMENT,COST_IMPACT_RISK_TREATMENT,SCHEDULE_IMPACT_RISK_TREATMENT,RECOMMENDED_BY_PDT,IMPLEMENTED,LOCKSTATUS,EDITDATE
1664,C&SF: CERP: Western Everglades Restoration Project,NA,7,PLP-7,1,PLP-7-1,Planning - Plan Formulation,Avoidance,"Coordination is occurring with stakeholders to communicate the intent and benefits of the project. Continue with conservative real estate cost estimate to reduce likelihood of change during PED.
",5000,0,1,0,0,7/24/2023 4:34 PM
4072,Lower Mud,NA,20,EGT-20,1,EGT-20-1,Engineering - Geotechnical,Transfer/Share,Low risk item therefore no risk reduction measure identified.,0,0,0,0,0,8/15/2023 6:14 PM
4072,Lower Mud,NA,21,CNT-21,1,CNT-21-1,Contracting,Transfer/Share,Low risk item therefore no risk reduction measure identified.,0,0,0,0,0,8/15/2023 6:20 PM
1241,Lake Okeechobee Watershed,NA,11,PLP-11,2,PLP-11-2,Planning - Plan Formulation,Avoidance,ASR phased implementation approach.,5000,0,0,0,0,7/31/2023 1:15 PM
4134,Sabine Pass to Galveston Bay Freeport,NA,19,PLN-19,1,PLN-19-1,Planning - Environmental,Transfer/Share,"Compliance would not be obtained on an alternative that was not being recommended by the agency; thus, initiating consultation with the resource agencies would be delayed until alternative analyses are finalized.",0,0,1,0,0,4/5/2024 3:41 PM
3572,City of Boston Coastal Storm Risk,NA,4,EHH-4,1,EHH-4-1,Engineering - Hydrology and Hydraulics,Prevention,The risk can be mitigated working with ERDC prior to undergoing detailed project modeling to refine the CHS Model specific to the Boston Study Need.,100000,0,1,1,0,3/23/2023 7:39 PM
3572,City of Boston Coastal Storm Risk,NA,4,EHH-4,2,EHH-4-2,Engineering - Hydrology and Hydraulics,Accept,"After the refinement, and existing/FWOP modeling is complete, schedule an IPR with the Horizontal and Vertical Team to ensure alignment on FWOP.",0,0,1,1,0,3/23/2023 7:40 PM
4314,"Waccamaw River, SC (FRM)",NA,3,EHH-3,1,EHH-3-1,Engineering - Hydrology and Hydraulics,Prevention,We have included a climate change increase to the 1%AEP event to 2085 sensitivity analysis.  This was included in the BASE and FWOP model.  There is no guidance on how to exactly implement climate change to models however our team agreed that designing the flood wall heights and stroage areas to the projected wse for the 2085 climate sensitivity aanaysis should be the best step forward.,250000,30,1,1,0,1/31/2024 2:51 PM
4173,Mt Zion Water System Improvements Project,NA,2,PRM-2,1,PRM-2-1,Project Management,Prevention,Frequent communication with Sponsor to promote understanding of next steps of the project and requirements to bid construction contract,0,0,0,0,0,9/20/2023 2:41 PM
4134,Sabine Pass to Galveston Bay Freeport,NA,4,RLE-4,1,RLE-4-1,Real Estate,Avoidance,Avoiding impacts due to cultural will keep schedule and cost on track.,0,0,1,0,0,9/19/2023 5:28 PM
4133,S2G Port Arthur PACR,NA,1,ECV-1,1,ECV-1-1,Engineering - Civil,Avoidance,test,1,1,0,0,0,9/12/2023 4:14 PM
4173,Mt Zion Water System Improvements Project,NA,3,PRM-3,1,PRM-3-1,Project Management,Prevention,Frequent communication with sponsor to understand Sponsor's time to begin design or construction work,0,0,0,0,0,9/20/2023 2:42 PM
4173,Mt Zion Water System Improvements Project,NA,4,PRM-4,1,PRM-4-1,Project Management,Prevention,Early coordination with Sponsor to request necessary information for the US FWS review,0,0,0,0,0,9/20/2023 2:45 PM
4173,Mt Zion Water System Improvements Project,NA,5,PRM-5,1,PRM-5-1,Project Management,Prevention,Frequent communication with sponsor to understand Sponsor's time to source additional funding or required materials,0,0,0,0,0,9/20/2023 2:46 PM
4173,Mt Zion Water System Improvements Project,NA,7,PRM-7,1,PRM-7-1,Project Management,Prevention,Frequent communication with USACE employees to promote understanding of project's current budget. Possibly reduce Sponsor's reimbursement,0,0,0,0,0,9/20/2023 2:49 PM
4191,Broward County Water Preserve Areas (BCWPA),NA,2,ECV-2,1,ECV-2-1,Engineering - Civil,Transfer/Share,"Although there may have to be multiple PACRs, this PACR is necessary for CEPP implementation. ",1500000,1825,1,0,0,9/26/2023 3:34 PM
4012,Whitney Lake Reallocation Study,NA,9,PLP-9,1,PLP-9-1,Planning - Plan Formulation,Transfer/Share,Standard alternative evaluation procedures will be used. ,1,1,0,0,0,9/29/2023 12:46 PM
3911,Andalusia Island Complex,NA,42,PLC-42,1,PLC-42-1,Planning - Cultural Resources,Prevention,suggest that cultural resources surveys be undertaking immediately upon the start of the PED phase to minimize the impact to the overall schedule.,0,0,0,1,0,8/30/2023 7:59 PM
4135,Lee County Conservation Board CAP Sec 204,NA,1,PRM-1,1,PRM-1-1,Project Management,Transfer/Share,This is an unavoidable option that would require termination of the project.,550000,300,0,0,0,9/1/2023 1:44 PM
3994,Statts Mills Road Water Extension Project,NA,7,PRM-7,1,PRM-7-1,Project Management,Prevention,Frequent communication with Sponsor to promote understanding of next steps of the project and requirements to bid construction contract,1,1,0,0,0,9/1/2023 2:43 PM
3994,Statts Mills Road Water Extension Project,NA,5,PRM-5,1,PRM-5-1,Project Management,Avoidance,"
Communicate with sponsor to promote understanding and requirement of a FONSI. ensure all steps are met prior to moving forward.",0,0,0,0,0,9/5/2023 5:26 PM
4158,Haleiwa Beneficial Use Pilot Project (Section 1122),NA,1,EHH-1,1,EHH-1-1,Engineering - Hydrology and Hydraulics,Avoidance,"Avoid ""additional work"" areas for dredging if non-beach suitable material is found.",20000,90,1,0,0,9/7/2023
4158,Haleiwa Beneficial Use Pilot Project (Section 1122),NA,1,EHH-1,2,EHH-1-2,Engineering - Hydrology and Hydraulics,Transfer/Share,"If material within the federal channel is not suitable for ocean dumping, the beneficial use effort may be terminated. Within the O&M chain, funds would be requested to account for the need to dispose of dredged material upland.",5000000,365,0,0,0,9/7/2023
4173,Mt Zion Water System Improvements Project,NA,6,PRM-6,1,PRM-6-1,Project Management,Avoidance,Communicate with sponsor to promote understanding of steps required for a PPA Amendment. Encourage in-scope change.,0,0,0,0,0,9/20/2023 2:47 PM
4135,Lee County Conservation Board CAP Sec 204,NA,5,PLN-5,1,PLN-5-1,Planning - Environmental,NA,"Include some topographic diversity, increased design elevations, and other design features as needed for contingency to a flood event. This response would allow for multiple habitat sources for fish and wildlife species.",50000,15,0,0,0,9/29/2023 4:17 PM
4135,Lee County Conservation Board CAP Sec 204,NA,5,PLN-5,2,PLN-5-2,Planning - Environmental,Transfer/Share,Accept that major flooding impacts (unmodeled) may occur on the project footprint and communicate potential outcomes with the Sponsor.,0,0,1,0,0,9/29/2023 4:19 PM
4135,Lee County Conservation Board CAP Sec 204,NA,5,PLN-5,3,PLN-5-3,Planning - Environmental,Transfer/Share,"Continue to model site conditions without additional data or flooding models (H&H), assuming for normal flood years across all alternatives. ",0,0,1,0,0,9/29/2023 4:42 PM
3931,UPPER TURKEY CREEK FRM,NA,2,PRM-2,1,PRM-2-1,Project Management,Prevention,Meet with city - design charrette to find opportunities to improve the flood protection and reduce costs between Johnson Drive and where the creek crosses under Merriam Drive. Similiar response to NED plan change response.,0,0,1,0,0,10/2/2023 5:17 PM
3931,UPPER TURKEY CREEK FRM,NA,23,EGT-23,1,EGT-23-1,Engineering - Geotechnical,Prevention,Phase 1 drilling early in project will provide more subsurface infomration to better inform ground improvement needs and associated costs.,0,0,1,0,0,10/2/2023 5:20 PM
3931,UPPER TURKEY CREEK FRM,NA,3,PRM-3,1,PRM-3-1,Project Management,Prevention,"H&H review feasibility study detention recommendation, review current requirements, and validate assumptions to minimize risk that recommended plan is inadequate.",0,0,1,0,0,10/2/2023 5:28 PM
3931,UPPER TURKEY CREEK FRM,NA,63,ECS-63,1,ECS-63-1,Engineering - Cost,Transfer/Share,Accept cost engineering assumptions related to inflation in total project cost estimates. Routinely update estimates to stay current on estimated costs. ,0,0,1,0,0,10/2/2023 6:18 PM
3931,UPPER TURKEY CREEK FRM,NA,62,PRM-62,1,PRM-62-1,Project Management,Prevention,Account for extra time in schedule needed for changes in engineering support. ,0,0,1,0,0,10/2/2023 6:21 PM
3931,UPPER TURKEY CREEK FRM,NA,61,OTH-61,1,OTH-61-1,Other,Prevention,Continue to maintain relationship with city and other stakeholders. City will work with community to communicate the project objectives and work to resolve concerns and conflicts to maximize buy-in of the community. USACE will look for opportunities for the project to align with the city's development interests.,0,0,1,0,0,10/2/2023 6:24 PM
3931,UPPER TURKEY CREEK FRM,NA,26,EGT-26,1,EGT-26-1,Engineering - Geotechnical,Prevention,During cost estimate update review this assumption and verify if this is feasible and adjust cost as necessary. Consider if we want to identify an adequate borrow source for this contract. ,0,0,1,0,0,10/2/2023 6:30 PM
3931,UPPER TURKEY CREEK FRM,NA,29,RLE-29,1,RLE-29-1,Real Estate,Prevention,Got utility information via the topo survey early in design. Now the boundary survey is starting so that PDT can review utility easements early in design. ,0,0,1,0,0,10/2/2023 6:33 PM
3931,UPPER TURKEY CREEK FRM,NA,65,EHH-65,1,EHH-65-1,Engineering - Hydrology and Hydraulics,Prevention,Update the climate assessment from the FS appendix  to be consistent with the latest guidance and/or tools. There are some small-scale study templates and review checklists (in the  review guide)that can be used. ,0,0,1,0,0,10/2/2023 6:36 PM
3931,UPPER TURKEY CREEK FRM,NA,66,EHH-66,1,EHH-66-1,Engineering - Hydrology and Hydraulics,Prevention,Consider necessary resilience measures early in design. ,0,0,1,0,0,10/2/2023 6:39 PM
4153,Clardy Fox,NA,2,EME-2,1,EME-2-1,Engineering - Mechanical,Prevention,Build in a facility validation test into the contract to ensure the pump station functions as intended upon construction completion.,5000,7,1,0,0,10/2/2023 10:16 PM
3931,UPPER TURKEY CREEK FRM,NA,42,EPE-42,1,EPE-42-1,Construction - Project Engineer,Prevention,Accounted for in cost estimate and schedule. PDT can review survey and recommend additional investigations where needed to further identify unknowns.,0,0,1,0,0,10/2/2023 6:44 PM
3931,UPPER TURKEY CREEK FRM,NA,56,CNT-56,1,CNT-56-1,Contracting,Transfer/Share,Accept and attempt to account for in cost estimate by routine TPCS updates.,0,0,1,0,0,10/2/2023 6:48 PM
3931,UPPER TURKEY CREEK FRM,NA,32,RLE-32,1,RLE-32-1,Real Estate,Prevention,Account for 2 years for Real Estate acquisition to account for condemnation. Identify early properties that may result in condemnation and start those acquisitions earlier if possible.,0,0,1,0,0,10/2/2023 6:49 PM
4153,Clardy Fox,NA,3,RLE-3,1,RLE-3-1,Real Estate,Avoidance,Secure all RE documentation required to outline the limits of project design and avoid any potential for construction disruption in the future. ,2000,30,1,0,0,10/2/2023 10:34 PM
4231,Boone Siphon,NA,1,ECS-1,1,ECS-1-1,Engineering - Cost,Transfer/Share,Delay project until sufficient funding for the phase has been secured. Turn off all labor codes for PDT members to avoid government spending while project is on hold. ,100000,365,0,0,0,10/2/2023 11:18 PM
4231,Boone Siphon,NA,1,ECS-1,2,ECS-1-2,Engineering - Cost,Mitigation,"If funding is denied and future funding is unlikely, offer to hand over the project to the sponsor for construction without USACE holding up the effort. Work with NFS to ID cost sharing work done to date.",8600000,60,0,0,0,10/2/2023 11:20 PM
4231,Boone Siphon,NA,2,PLC-2,1,PLC-2-1,Planning - Cultural Resources,Prevention,Ensure a cultural rep is on site to observe construction near culturally sensitive areas at risk to avoid unnecessary halts or to prevent violations and fines,10000,30,1,0,0,10/2/2023 11:32 PM
4165,NESP - Ecosystem Program,NA,1,PGM-1,1,PGM-1-1,Programs Management,Transfer/Share,"The team accepts this risk, as it is dependent on year to year Congressional appropriations. ",93500000,300,0,0,0,10/3/2023 1:34 PM
4012,Whitney Lake Reallocation Study,NA,12,PRM-12,1,PRM-12-1,Project Management,Transfer/Share,Once the study is closer to a TSP the PDT will have a better understanding on the need for a level 3 cost estimate. ,1,1,0,0,0,10/4/2023 5:18 PM
4012,Whitney Lake Reallocation Study,NA,10,PLP-10,1,PLP-10-1,Planning - Plan Formulation,Transfer/Share,"Once their is a better understanding of the recommended plan, the schedule and budget can be adjusted accordingly. ",1,1,0,0,0,10/4/2023 3:37 PM
4235,Tow Path Park GLFER - Ecosystem Restoration,NA,1,PLN-1,1,PLN-1-1,Planning - Environmental,Prevention,This risk will be mitigated by completing an Archeological survey of the entire study site early in the project.,50000,90,1,1,0,10/4/2023 5:57 PM
3811,Hyder Harbor Navigational Improvements,NA,3,EHH-3,1,EHH-3-1,Engineering - Hydrology and Hydraulics,Prevention,More weight is given to alternatives in deeper waters with little or no need for future dredging.,0,0,1,1,0,8/25/2023 7:55 PM
3451,Green Brook GRR,NA,9,RLE-9,1,RLE-9-1,Real Estate,Prevention,"Tunnel Diversion was screened during the evaluation in early January 2023; not cost effective, issues with constructability through overburdened areas, real estate challenges, and issues with existing utilities and infrastructure.",0,0,0,1,0,8/28/2023 7:41 PM
4132,Sarvis Fork Waterline Extension Project,NA,3,PRM-3,1,PRM-3-1,Project Management,Transfer/Share,"Frequent communication with sponsor to understand Sponsor's time to begin design or construction work

",0,0,0,0,0,8/31/2023 1:00 PM
4158,Haleiwa Beneficial Use Pilot Project (Section 1122),NA,7,PLN-7,1,PLN-7-1,Planning - Environmental,Prevention,Proactive and regular communications with DOH.,15000,0,0,0,0,9/7/2023 4:46 AM
4131,Matagorda ship Channel Improvements,NA,2,COM-2,1,COM-2-1,Public Affairs,Prevention,Implement a robust public outreach to help better inform the public to minimize misinformation/misunderstanding ,0,0,1,0,0,9/1/2023 4:46 PM
3994,Statts Mills Road Water Extension Project,NA,2,PRM-2,1,PRM-2-1,Project Management,Prevention,"
Communicate with sponsor to promote understanding of steps required for a PPA Amendment. Encourage in-scope change.",0,0,0,0,0,9/5/2023 5:23 PM
4135,Lee County Conservation Board CAP Sec 204,NA,3,EGT-3,1,EGT-3-1,Engineering - Geotechnical,Prevention,We will accept the risk during Feasibility and gather more data during design. ,0,0,1,0,0,9/6/2023 6:13 PM
4158,Haleiwa Beneficial Use Pilot Project (Section 1122),NA,10,EHH-10,1,EHH-10-1,Engineering - Hydrology and Hydraulics,Transfer/Share,"Based of Sediment Sampling results, the team will have to reassess the entire project if fine sediment is not suitable for ocean disposal.",2000000,120,0,0,0,9/7/2023 9:34 PM
4158,Haleiwa Beneficial Use Pilot Project (Section 1122),NA,4,PRM-4,1,PRM-4-1,Project Management,Avoidance,Coordinate with contracting to allow for work within favorably seasons and allow contingency to address potential need for time delays due to weather/environmental issues.,300000,180,0,0,0,9/7/2023 2:20 AM
3544,Test A Project,NA,21,PLN-21,1,PLN-21-1,Planning - Environmental,Transfer/Share,Adaptive Management and Monitoring would .... ,0,0,0,1,0,9/12/2023 3:45 PM
3931,UPPER TURKEY CREEK FRM,NA,12,EGT-12,1,EGT-12-1,Engineering - Geotechnical,Prevention,Phase 1 drilling early in project will provide more subsurface information to better inform ground improvement needs and associated costs.,0,0,1,0,0,10/2/2023 5:31 PM
4131,Matagorda ship Channel Improvements,NA,3,PLE-3,1,PLE-3-1,Planning - Economics,Accept,The data need has been escalated to the DDNPCX Technical Director and the District Vertical Team to help stress the importance of this data and the need to receive it ASAP. The study team is doing as much work in advance of receiving this data as possible.,1,1,0,0,0,9/8/2023 3:13 PM
